Run Name,MAML (time),MAML (memory),ES (time),ES (memory)
2,0.4274813636666674,16.9169921875,0.31591277166667925,16.5185546875
3,0.5421676220000032,17.546875,0.35070645133333755,16.7705078125
4,0.6384194673333354,18.1767578125,0.4742628520000001,17.0224609375
5,0.7860912873333253,18.806640625,0.44257864500000704,17.2744140625
