Run Name,MAML (time),MAML (memory),ES (time),ES (memory)
1,0.20837370700000216,16.6572265625,0.14113501500000325,16.5185546875
3,0.2910282656666728,16.787109375,0.20841698366666606,16.5185546875
10,0.7646626233333317,17.24169921875,0.6640916086666664,16.5185546875
30,2.3640064970000005,18.54052734375,1.5999996089999986,16.5185546875
50,3.7289625070000056,19.83935546875,2.776933910000006,16.5185546875
75,5.749925702333333,21.462890625,4.139982124666669,16.5185546875
100,7.470524743666658,23.08642578125,5.655076031666662,16.5185546875
